feature,p25,p50,p75
charge,0.8689648509025574,1.1191295385360718,1.5348503589630127
dom_time,157.2343017025662562,267.5423457414468658,450.3895002132572358
dom_x,-400.0000000000000000,-120.0000000000000000,120.0000000000000000
dom_y,-245.7437415779595256,-37.8976446696942730,100.6664199358158953
dom_z,-200.0000000000000000,50.0000000000000000,300.0000000000000000
string_number,96.0000000000000000,154.0000000000000000,204.0000000000000000
pmt_number,5.0000000000000000,8.0000000000000000,13.0000000000000000
dom_number,6.0000000000000000,11.0000000000000000,16.0000000000000000
pmt_x,-399.8169064160398420,-120.1013608428770709,120.1830935839601722
pmt_y,-245.8785454385194669,-38.0324485302542286,100.8012237963758508
pmt_z,-200.0000000000000000,50.0000000000000000,299.8855904308520621
